article_id,published_date,extracted_date,iso3,country,disease_code,disease_mention,relevance_score,is_epidemiological_event,host_mention,language,source_outlet,title,data_realism
PADI-0000130,2020-02-07,2020-02-08,HUN,Hungary,HPAI,High pathogenicity avian influenza,0.843,True,Gallus gallus (domestic),es,outlet_44,[SYNTHETIC] Reports of HPAI activity in Hungary,synthetic
PADI-0000131,2020-02-03,2020-02-04,ROU,Romania,HPAI,High pathogenicity avian influenza,0.689,True,Meleagris gallopavo (domestic),fr,outlet_17,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0000132,2020-02-07,2020-02-08,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.488,True,Meleagris gallopavo (domestic),en,outlet_45,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0000133,2020-02-03,2020-02-04,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.764,True,Meleagris gallopavo (domestic),fr,outlet_44,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0000134,2020-02-04,2020-02-05,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.816,True,Meleagris gallopavo (domestic),fr,outlet_42,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0000135,2020-02-07,2020-02-08,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.633,True,Anas platyrhynchos (domestic),en,outlet_12,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0000136,2020-02-08,2020-02-09,MDA,Moldova,HPAI,High pathogenicity avian influenza,0.461,True,Cygnus olor (wild),es,outlet_04,[SYNTHETIC] Reports of HPAI activity in Moldova,synthetic
PADI-0000137,2020-02-08,2020-02-09,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.865,True,Larus spp. (wild),es,outlet_01,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000138,2020-02-09,2020-02-10,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.345,False,Cygnus olor (wild),fr,outlet_35,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000139,2020-02-03,2020-02-04,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.896,True,Anas platyrhynchos (domestic),fr,outlet_19,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000140,2020-02-05,2020-02-06,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.923,True,Anas platyrhynchos (domestic),en,outlet_11,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000141,2020-02-05,2020-02-06,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.594,True,Gallus gallus (domestic),fr,outlet_27,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000142,2020-02-08,2020-02-09,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.821,True,Cygnus olor (wild),fr,outlet_34,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0000143,2020-02-04,2020-02-05,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.364,False,Gallus gallus (domestic),fr,outlet_43,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0000144,2020-02-03,2020-02-04,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.807,True,Meleagris gallopavo (domestic),es,outlet_02,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0000145,2020-02-05,2020-02-06,GEO,Georgia,HPAI,High pathogenicity avian influenza,0.485,True,Cygnus olor (wild),en,outlet_22,[SYNTHETIC] Reports of HPAI activity in Georgia,synthetic
PADI-0000146,2020-02-05,2020-02-06,GEO,Georgia,HPAI,High pathogenicity avian influenza,0.562,True,Gallus gallus (domestic),en,outlet_35,[SYNTHETIC] Reports of HPAI activity in Georgia,synthetic
PADI-0000147,2020-02-07,2020-02-08,ISR,Israel,HPAI,High pathogenicity avian influenza,0.617,True,Gallus gallus (domestic),en,outlet_03,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0000148,2020-02-04,2020-02-05,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.491,True,Gallus gallus (domestic),en,outlet_29,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000149,2020-02-05,2020-02-06,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.73,True,Meleagris gallopavo (domestic),fr,outlet_46,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000150,2020-02-08,2020-02-09,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.929,True,Anas platyrhynchos (domestic),fr,outlet_41,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000151,2020-02-04,2020-02-05,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.877,True,Cygnus olor (wild),en,outlet_24,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000152,2020-02-07,2020-02-08,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.847,True,Meleagris gallopavo (domestic),ru,outlet_01,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000153,2020-02-07,2020-02-08,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.764,True,Larus spp. (wild),en,outlet_46,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000154,2020-02-08,2020-02-09,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.939,True,Cygnus olor (wild),en,outlet_04,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000155,2020-02-15,2020-02-16,DEU,Germany,HPAI,High pathogenicity avian influenza,0.865,True,Gallus gallus (domestic),en,outlet_38,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000156,2020-02-14,2020-02-15,DEU,Germany,HPAI,High pathogenicity avian influenza,0.509,True,Gallus gallus (domestic),en,outlet_16,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000157,2020-02-11,2020-02-12,DEU,Germany,HPAI,High pathogenicity avian influenza,0.381,False,Anas platyrhynchos (domestic),es,outlet_44,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000158,2020-02-10,2020-02-11,DEU,Germany,HPAI,High pathogenicity avian influenza,0.935,True,Meleagris gallopavo (domestic),es,outlet_26,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000159,2020-02-14,2020-02-15,BEL,Belgium,HPAI,High pathogenicity avian influenza,0.472,True,Meleagris gallopavo (domestic),en,outlet_22,[SYNTHETIC] Reports of HPAI activity in Belgium,synthetic
PADI-0000160,2020-02-13,2020-02-14,ITA,Italy,HPAI,High pathogenicity avian influenza,0.667,True,Gallus gallus (domestic),en,outlet_30,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000161,2020-02-14,2020-02-15,ITA,Italy,HPAI,High pathogenicity avian influenza,0.805,True,Larus spp. (wild),en,outlet_27,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000162,2020-02-11,2020-02-12,ITA,Italy,HPAI,High pathogenicity avian influenza,0.202,False,Meleagris gallopavo (domestic),en,outlet_12,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000163,2020-02-10,2020-02-11,ITA,Italy,HPAI,High pathogenicity avian influenza,0.475,True,Larus spp. (wild),fr,outlet_15,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000164,2020-02-14,2020-02-15,ITA,Italy,HPAI,High pathogenicity avian influenza,0.673,True,Anas platyrhynchos (domestic),en,outlet_27,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000165,2020-02-10,2020-02-11,ITA,Italy,HPAI,High pathogenicity avian influenza,0.697,True,Larus spp. (wild),es,outlet_33,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000166,2020-02-11,2020-02-12,ESP,Spain,HPAI,High pathogenicity avian influenza,0.823,True,Gallus gallus (domestic),en,outlet_33,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0000167,2020-02-16,2020-02-17,POL,Poland,HPAI,High pathogenicity avian influenza,0.595,True,Larus spp. (wild),en,outlet_36,[SYNTHETIC] Reports of HPAI activity in Poland,synthetic
PADI-0000168,2020-02-13,2020-02-14,POL,Poland,HPAI,High pathogenicity avian influenza,0.628,True,Larus spp. (wild),en,outlet_22,[SYNTHETIC] Reports of HPAI activity in Poland,synthetic
PADI-0000169,2020-02-13,2020-02-14,ROU,Romania,HPAI,High pathogenicity avian influenza,0.762,True,Meleagris gallopavo (domestic),en,outlet_02,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0000170,2020-02-16,2020-02-17,ROU,Romania,HPAI,High pathogenicity avian influenza,0.722,True,Cygnus olor (wild),en,outlet_41,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0000171,2020-02-14,2020-02-15,BGR,Bulgaria,HPAI,High pathogenicity avian influenza,0.507,True,Cygnus olor (wild),en,outlet_38,[SYNTHETIC] Reports of HPAI activity in Bulgaria,synthetic
PADI-0000172,2020-02-12,2020-02-13,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.201,False,Larus spp. (wild),en,outlet_21,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0000173,2020-02-11,2020-02-12,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.708,True,Larus spp. (wild),en,outlet_24,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0000174,2020-02-14,2020-02-15,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.61,True,Anas platyrhynchos (domestic),en,outlet_41,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000175,2020-02-12,2020-02-13,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.811,True,Meleagris gallopavo (domestic),en,outlet_40,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0000176,2020-02-15,2020-02-16,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.718,True,Cygnus olor (wild),es,outlet_06,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0000177,2020-02-12,2020-02-13,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.497,True,Cygnus olor (wild),en,outlet_41,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0000178,2020-02-11,2020-02-12,GEO,Georgia,HPAI,High pathogenicity avian influenza,0.791,True,Cygnus olor (wild),en,outlet_08,[SYNTHETIC] Reports of HPAI activity in Georgia,synthetic
PADI-0000179,2020-02-15,2020-02-16,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.9,True,Gallus gallus (domestic),en,outlet_26,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0000180,2020-02-11,2020-02-12,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.882,True,Anas platyrhynchos (domestic),en,outlet_22,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000181,2020-02-16,2020-02-17,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.806,True,Cygnus olor (wild),en,outlet_06,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000182,2020-02-16,2020-02-17,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.86,True,Meleagris gallopavo (domestic),ru,outlet_37,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000183,2020-02-13,2020-02-14,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.702,True,Anas platyrhynchos (domestic),en,outlet_40,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000184,2020-02-15,2020-02-16,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.675,True,Gallus gallus (domestic),en,outlet_29,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000185,2020-02-19,2020-02-20,FRA,France,HPAI,High pathogenicity avian influenza,0.439,False,Cygnus olor (wild),en,outlet_21,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0000186,2020-02-21,2020-02-22,DEU,Germany,HPAI,High pathogenicity avian influenza,0.417,False,Meleagris gallopavo (domestic),en,outlet_09,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000187,2020-02-20,2020-02-21,DEU,Germany,HPAI,High pathogenicity avian influenza,0.663,True,Larus spp. (wild),es,outlet_20,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000188,2020-02-18,2020-02-19,DEU,Germany,HPAI,High pathogenicity avian influenza,0.467,True,Larus spp. (wild),ru,outlet_27,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000189,2020-02-23,2020-02-24,DEU,Germany,HPAI,High pathogenicity avian influenza,0.63,True,Anas platyrhynchos (domestic),fr,outlet_35,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000190,2020-02-20,2020-02-21,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.853,True,Cygnus olor (wild),fr,outlet_39,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0000191,2020-02-19,2020-02-20,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.708,True,Meleagris gallopavo (domestic),ru,outlet_30,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0000192,2020-02-20,2020-02-21,BEL,Belgium,HPAI,High pathogenicity avian influenza,0.918,True,Anas platyrhynchos (domestic),fr,outlet_41,[SYNTHETIC] Reports of HPAI activity in Belgium,synthetic
PADI-0000193,2020-02-21,2020-02-22,ITA,Italy,HPAI,High pathogenicity avian influenza,0.743,True,Larus spp. (wild),en,outlet_12,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000194,2020-02-17,2020-02-18,ITA,Italy,HPAI,High pathogenicity avian influenza,0.613,True,Cygnus olor (wild),en,outlet_32,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0000195,2020-02-20,2020-02-21,ESP,Spain,HPAI,High pathogenicity avian influenza,0.836,True,Meleagris gallopavo (domestic),en,outlet_10,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0000196,2020-02-22,2020-02-23,HUN,Hungary,HPAI,High pathogenicity avian influenza,0.667,True,Anas platyrhynchos (domestic),en,outlet_24,[SYNTHETIC] Reports of HPAI activity in Hungary,synthetic
PADI-0000197,2020-02-21,2020-02-22,ROU,Romania,HPAI,High pathogenicity avian influenza,0.816,True,Anas platyrhynchos (domestic),en,outlet_36,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0000198,2020-02-17,2020-02-18,ROU,Romania,HPAI,High pathogenicity avian influenza,0.779,True,Gallus gallus (domestic),en,outlet_34,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0000199,2020-02-17,2020-02-18,ROU,Romania,HPAI,High pathogenicity avian influenza,0.391,False,Meleagris gallopavo (domestic),en,outlet_33,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0000200,2020-02-19,2020-02-20,BGR,Bulgaria,HPAI,High pathogenicity avian influenza,0.829,True,Anas platyrhynchos (domestic),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Bulgaria,synthetic
PADI-0000201,2020-02-19,2020-02-20,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.54,True,Meleagris gallopavo (domestic),en,outlet_18,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0000202,2020-02-21,2020-02-22,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.827,True,Gallus gallus (domestic),ru,outlet_37,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0000203,2020-02-21,2020-02-22,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.946,True,Gallus gallus (domestic),en,outlet_24,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0000204,2020-02-23,2020-02-24,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.831,True,Larus spp. (wild),en,outlet_09,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0000205,2020-02-17,2020-02-18,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.56,True,Gallus gallus (domestic),es,outlet_10,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000206,2020-02-22,2020-02-23,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.667,True,Gallus gallus (domestic),en,outlet_11,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000207,2020-02-23,2020-02-24,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.825,True,Larus spp. (wild),en,outlet_07,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000208,2020-02-20,2020-02-21,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.889,True,Meleagris gallopavo (domestic),en,outlet_05,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0000209,2020-02-23,2020-02-24,ISR,Israel,HPAI,High pathogenicity avian influenza,0.11,False,Larus spp. (wild),en,outlet_46,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0000210,2020-02-22,2020-02-23,ISR,Israel,HPAI,High pathogenicity avian influenza,0.661,True,Anas platyrhynchos (domestic),en,outlet_30,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0000211,2020-02-23,2020-02-24,ISR,Israel,HPAI,High pathogenicity avian influenza,0.479,True,Meleagris gallopavo (domestic),ru,outlet_03,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0000212,2020-02-17,2020-02-18,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.551,True,Cygnus olor (wild),es,outlet_32,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0000213,2020-02-21,2020-02-22,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.848,True,Larus spp. (wild),en,outlet_06,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0000214,2020-02-22,2020-02-23,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.753,True,Gallus gallus (domestic),fr,outlet_45,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0000215,2020-02-21,2020-02-22,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.859,True,Larus spp. (wild),ru,outlet_30,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000216,2020-02-17,2020-02-18,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.373,False,Gallus gallus (domestic),fr,outlet_01,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000217,2020-02-19,2020-02-20,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.311,False,Larus spp. (wild),en,outlet_04,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0000218,2020-02-24,2020-02-25,FRA,France,HPAI,High pathogenicity avian influenza,0.394,False,Gallus gallus (domestic),en,outlet_33,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0000219,2020-03-01,2020-03-02,FRA,France,HPAI,High pathogenicity avian influenza,0.861,True,Meleagris gallopavo (domestic),en,outlet_29,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0000220,2020-02-29,2020-03-01,DEU,Germany,HPAI,High pathogenicity avian influenza,0.68,True,Meleagris gallopavo (domestic),en,outlet_05,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000221,2020-02-25,2020-02-26,DEU,Germany,HPAI,High pathogenicity avian influenza,0.641,True,Anas platyrhynchos (domestic),en,outlet_02,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0000222,2020-02-25,2020-02-26,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.362,False,Anas platyrhynchos (domestic),en,outlet_21,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0000223,2020-02-26,2020-02-27,ESP,Spain,HPAI,High pathogenicity avian influenza,0.566,True,Anas platyrhynchos (domestic),en,outlet_41,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0000224,2020-02-29,2020-03-01,ESP,Spain,HPAI,High pathogenicity avian influenza,0.347,False,Cygnus olor (wild),en,outlet_15,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0000225,2020-02-29,2020-03-01,ESP,Spain,HPAI,High pathogenicity avian influenza,0.806,True,Gallus gallus (domestic),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0000226,2020-03-01,2020-03-02,ESP,Spain,HPAI,High pathogenicity avian influenza,0.784,True,Gallus gallus (domestic),es,outlet_44,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0000227,2020-03-01,2020-03-02,POL,Poland,HPAI,High pathogenicity avian influenza,0.287,False,Gallus gallus (domestic),en,outlet_30,[SYNTHETIC] Reports of HPAI activity in Poland,synthetic
PADI-0000228,2020-02-25,2020-02-26,HUN,Hungary,HPAI,High pathogenicity avian influenza,0.434,False,Meleagris gallopavo (domestic),en,outlet_32,[SYNTHETIC] Reports of HPAI activity in Hungary,synthetic
PADI-0000229,2020-02-24,2020-02-25,HUN,Hungary,HPAI,High pathogenicity avian influenza,0.422,False,Cygnus olor (wild),en,outlet_18,[SYNTHETIC] Reports of HPAI activity in Hungary,synthetic
