post_id,archive_number,published_date,iso3,country,disease_code,subject,curator_comment_present,confidence,data_realism
PROMED-000790,2024000790.0790,2022-07-20,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,unverified,synthetic
PROMED-000791,2024000791.0791,2022-07-24,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000792,2024000792.0792,2022-07-20,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,unverified,synthetic
PROMED-000793,2024000793.0793,2022-07-22,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,confirmed,synthetic
PROMED-000794,2024000794.0794,2022-07-27,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",False,suspected,synthetic
PROMED-000795,2024000795.0795,2022-07-30,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000796,2024000796.0796,2022-07-30,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000797,2024000797.0797,2022-07-31,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000798,2024000798.0798,2022-08-02,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000799,2024000799.0799,2022-08-04,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000800,2024000800.0800,2022-07-29,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",True,confirmed,synthetic
PROMED-000801,2024000801.0801,2022-08-07,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-000802,2024000802.0802,2022-08-04,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000803,2024000803.0803,2022-08-03,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,confirmed,synthetic
PROMED-000804,2024000804.0804,2022-08-06,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000805,2024000805.0805,2022-08-12,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000806,2024000806.0806,2022-08-08,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-000807,2024000807.0807,2022-08-08,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",True,suspected,synthetic
PROMED-000808,2024000808.0808,2022-08-12,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,confirmed,synthetic
PROMED-000809,2024000809.0809,2022-08-16,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000810,2024000810.0810,2022-08-14,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,suspected,synthetic
PROMED-000811,2024000811.0811,2022-08-18,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,unverified,synthetic
PROMED-000812,2024000812.0812,2022-08-17,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,confirmed,synthetic
PROMED-000813,2024000813.0813,2022-08-15,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,suspected,synthetic
PROMED-000814,2024000814.0814,2022-08-19,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,unverified,synthetic
PROMED-000815,2024000815.0815,2022-08-15,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000816,2024000816.0816,2022-08-10,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,unverified,synthetic
PROMED-000817,2024000817.0817,2022-08-11,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",False,suspected,synthetic
PROMED-000818,2024000818.0818,2022-08-18,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000819,2024000819.0819,2022-08-17,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000820,2024000820.0820,2022-08-24,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000821,2024000821.0821,2022-08-26,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,confirmed,synthetic
PROMED-000822,2024000822.0822,2022-08-21,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,suspected,synthetic
PROMED-000823,2024000823.0823,2022-08-22,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000824,2024000824.0824,2022-08-18,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,suspected,synthetic
PROMED-000825,2024000825.0825,2022-09-02,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000826,2024000826.0826,2022-08-24,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,confirmed,synthetic
PROMED-000827,2024000827.0827,2022-08-29,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000828,2024000828.0828,2022-08-27,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000829,2024000829.0829,2022-08-28,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000830,2024000830.0830,2022-09-01,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,unverified,synthetic
PROMED-000831,2024000831.0831,2022-08-24,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000832,2024000832.0832,2022-08-26,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,suspected,synthetic
PROMED-000833,2024000833.0833,2022-08-28,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,confirmed,synthetic
PROMED-000834,2024000834.0834,2022-08-31,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-000835,2024000835.0835,2022-09-08,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,unverified,synthetic
PROMED-000836,2024000836.0836,2022-09-02,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000837,2024000837.0837,2022-09-01,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000838,2024000838.0838,2022-08-31,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,suspected,synthetic
PROMED-000839,2024000839.0839,2022-09-08,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,suspected,synthetic
PROMED-000840,2024000840.0840,2022-09-04,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000841,2024000841.0841,2022-09-09,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000842,2024000842.0842,2022-09-08,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000843,2024000843.0843,2022-09-07,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,suspected,synthetic
PROMED-000844,2024000844.0844,2022-09-07,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,suspected,synthetic
PROMED-000845,2024000845.0845,2022-09-09,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000846,2024000846.0846,2022-09-08,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,suspected,synthetic
PROMED-000847,2024000847.0847,2022-09-07,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000848,2024000848.0848,2022-09-14,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000849,2024000849.0849,2022-09-09,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000850,2024000850.0850,2022-09-11,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000851,2024000851.0851,2022-09-11,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000852,2024000852.0852,2022-09-12,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,confirmed,synthetic
PROMED-000853,2024000853.0853,2022-09-21,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,confirmed,synthetic
PROMED-000854,2024000854.0854,2022-09-18,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000855,2024000855.0855,2022-09-17,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000856,2024000856.0856,2022-09-14,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,confirmed,synthetic
PROMED-000857,2024000857.0857,2022-09-15,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000858,2024000858.0858,2022-09-15,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,suspected,synthetic
PROMED-000859,2024000859.0859,2022-09-14,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000860,2024000860.0860,2022-09-23,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,confirmed,synthetic
PROMED-000861,2024000861.0861,2022-09-14,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,suspected,synthetic
PROMED-000862,2024000862.0862,2022-09-26,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,suspected,synthetic
PROMED-000863,2024000863.0863,2022-09-22,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,suspected,synthetic
PROMED-000864,2024000864.0864,2022-09-26,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,confirmed,synthetic
PROMED-000865,2024000865.0865,2022-09-23,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000866,2024000866.0866,2022-09-27,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-000867,2024000867.0867,2022-09-26,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000868,2024000868.0868,2022-09-26,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,confirmed,synthetic
PROMED-000869,2024000869.0869,2022-09-26,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000870,2024000870.0870,2022-09-28,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,suspected,synthetic
PROMED-000871,2024000871.0871,2022-10-07,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,unverified,synthetic
PROMED-000872,2024000872.0872,2022-10-03,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000873,2024000873.0873,2022-10-07,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,unverified,synthetic
PROMED-000874,2024000874.0874,2022-10-05,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000875,2024000875.0875,2022-10-08,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,suspected,synthetic
PROMED-000876,2024000876.0876,2022-10-14,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000877,2024000877.0877,2022-10-05,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000878,2024000878.0878,2022-10-10,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,unverified,synthetic
PROMED-000879,2024000879.0879,2022-10-21,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000880,2024000880.0880,2022-10-12,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000881,2024000881.0881,2022-10-21,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000882,2024000882.0882,2022-10-17,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000883,2024000883.0883,2022-10-16,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,unverified,synthetic
PROMED-000884,2024000884.0884,2022-10-12,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-000885,2024000885.0885,2022-11-04,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,unverified,synthetic
PROMED-000886,2024000886.0886,2022-10-30,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,unverified,synthetic
PROMED-000887,2024000887.0887,2022-11-01,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,suspected,synthetic
PROMED-000888,2024000888.0888,2022-10-31,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000889,2024000889.0889,2022-11-02,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000890,2024000890.0890,2022-11-03,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,unverified,synthetic
PROMED-000891,2024000891.0891,2022-11-05,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000892,2024000892.0892,2022-11-11,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000893,2024000893.0893,2022-11-12,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,unverified,synthetic
PROMED-000894,2024000894.0894,2022-11-16,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,confirmed,synthetic
PROMED-000895,2024000895.0895,2022-11-22,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,suspected,synthetic
PROMED-000896,2024000896.0896,2022-11-25,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000897,2024000897.0897,2022-11-30,EGY,Egypt,ASF,"[SYNTHETIC] ASF, animal - Egypt",True,confirmed,synthetic
PROMED-000898,2024000898.0898,2023-05-24,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000899,2024000899.0899,2023-05-19,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,confirmed,synthetic
PROMED-000900,2024000900.0900,2023-05-28,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,unverified,synthetic
PROMED-000901,2024000901.0901,2023-06-12,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000902,2024000902.0902,2023-06-14,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000903,2024000903.0903,2023-06-09,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,unverified,synthetic
PROMED-000904,2024000904.0904,2023-06-18,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000905,2024000905.0905,2023-06-15,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,suspected,synthetic
PROMED-000906,2024000906.0906,2023-06-29,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000907,2024000907.0907,2023-06-30,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000908,2024000908.0908,2023-06-27,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000909,2024000909.0909,2023-06-28,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,unverified,synthetic
PROMED-000910,2024000910.0910,2023-07-06,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000911,2024000911.0911,2023-07-11,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,unverified,synthetic
PROMED-000912,2024000912.0912,2023-07-12,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000913,2024000913.0913,2023-07-14,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000914,2024000914.0914,2023-07-13,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,confirmed,synthetic
PROMED-000915,2024000915.0915,2023-07-05,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,suspected,synthetic
PROMED-000916,2024000916.0916,2023-07-14,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000917,2024000917.0917,2023-07-24,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000918,2024000918.0918,2023-07-21,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000919,2024000919.0919,2023-08-03,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,unverified,synthetic
PROMED-000920,2024000920.0920,2023-08-08,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,confirmed,synthetic
PROMED-000921,2024000921.0921,2023-08-02,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000922,2024000922.0922,2023-08-07,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,unverified,synthetic
PROMED-000923,2024000923.0923,2023-08-09,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,confirmed,synthetic
PROMED-000924,2024000924.0924,2023-08-18,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,suspected,synthetic
PROMED-000925,2024000925.0925,2023-08-18,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-000926,2024000926.0926,2023-08-18,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,suspected,synthetic
PROMED-000927,2024000927.0927,2023-08-11,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",True,confirmed,synthetic
PROMED-000928,2024000928.0928,2023-08-18,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000929,2024000929.0929,2023-08-18,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,unverified,synthetic
PROMED-000930,2024000930.0930,2023-08-16,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000931,2024000931.0931,2023-08-23,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,confirmed,synthetic
PROMED-000932,2024000932.0932,2023-08-25,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000933,2024000933.0933,2023-08-25,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,suspected,synthetic
PROMED-000934,2024000934.0934,2023-08-29,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,confirmed,synthetic
PROMED-000935,2024000935.0935,2023-09-07,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-000936,2024000936.0936,2023-09-04,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,suspected,synthetic
PROMED-000937,2024000937.0937,2023-09-07,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,suspected,synthetic
PROMED-000938,2024000938.0938,2023-09-15,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-000939,2024000939.0939,2023-09-07,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,unverified,synthetic
PROMED-000940,2024000940.0940,2023-09-09,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,confirmed,synthetic
PROMED-000941,2024000941.0941,2023-09-11,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,suspected,synthetic
PROMED-000942,2024000942.0942,2023-09-15,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",True,confirmed,synthetic
PROMED-000943,2024000943.0943,2023-09-21,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,suspected,synthetic
PROMED-000944,2024000944.0944,2023-09-17,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000945,2024000945.0945,2023-09-16,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,unverified,synthetic
PROMED-000946,2024000946.0946,2023-09-24,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000947,2024000947.0947,2023-09-24,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000948,2024000948.0948,2023-10-05,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,suspected,synthetic
PROMED-000949,2024000949.0949,2023-10-02,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000950,2024000950.0950,2023-10-03,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,confirmed,synthetic
PROMED-000951,2024000951.0951,2023-10-04,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,suspected,synthetic
PROMED-000952,2024000952.0952,2023-10-08,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,unverified,synthetic
PROMED-000953,2024000953.0953,2023-10-07,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,unverified,synthetic
PROMED-000954,2024000954.0954,2023-10-07,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,suspected,synthetic
PROMED-000955,2024000955.0955,2023-10-04,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,suspected,synthetic
PROMED-000956,2024000956.0956,2023-10-14,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000957,2024000957.0957,2023-10-18,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000958,2024000958.0958,2023-10-22,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000959,2024000959.0959,2023-10-20,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,unverified,synthetic
PROMED-000960,2024000960.0960,2023-10-18,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,confirmed,synthetic
PROMED-000961,2024000961.0961,2023-10-23,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,confirmed,synthetic
PROMED-000962,2024000962.0962,2023-10-27,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,confirmed,synthetic
PROMED-000963,2024000963.0963,2023-10-28,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,confirmed,synthetic
PROMED-000964,2024000964.0964,2023-10-28,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,confirmed,synthetic
PROMED-000965,2024000965.0965,2023-10-28,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,confirmed,synthetic
PROMED-000966,2024000966.0966,2023-10-31,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000967,2024000967.0967,2023-10-25,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,unverified,synthetic
PROMED-000968,2024000968.0968,2023-10-26,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,confirmed,synthetic
PROMED-000969,2024000969.0969,2023-11-08,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000970,2024000970.0970,2023-11-24,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000971,2024000971.0971,2023-11-22,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,confirmed,synthetic
PROMED-000972,2024000972.0972,2023-12-14,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,suspected,synthetic
PROMED-000973,2024000973.0973,2024-04-08,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,unverified,synthetic
PROMED-000974,2024000974.0974,2024-04-25,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,unverified,synthetic
PROMED-000975,2024000975.0975,2024-05-01,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000976,2024000976.0976,2024-05-12,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,suspected,synthetic
PROMED-000977,2024000977.0977,2024-05-18,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,suspected,synthetic
PROMED-000978,2024000978.0978,2024-05-17,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,suspected,synthetic
PROMED-000979,2024000979.0979,2024-05-30,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,confirmed,synthetic
PROMED-000980,2024000980.0980,2024-05-25,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000981,2024000981.0981,2024-05-30,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,suspected,synthetic
PROMED-000982,2024000982.0982,2024-06-03,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000983,2024000983.0983,2024-05-30,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000984,2024000984.0984,2024-06-01,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000985,2024000985.0985,2024-06-03,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000986,2024000986.0986,2024-06-07,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-000987,2024000987.0987,2024-05-29,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,confirmed,synthetic
