event_id,outbreak_id,report_type,report_number,disease,disease_code,serotype,country,iso3,admin1,locality,latitude,longitude,location_precision,start_date,date_of_suspicion,date_of_confirmation,date_of_notification,date_of_publication,event_status,diagnosis,species,host_category,is_wild,outbreaks,susceptible,cases,deaths,killed_and_disposed,is_first_occurrence,control_measures,data_realism
WAHIS-HPAI-TUN-2020-03-23,WAHIS-HPAI-TUN-2020-03-23-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Tunisia,TUN,TUN-R9,Tunisia locality 53,33.8493,11.3237,point,2020-03-28,2020-04-02,2020-04-10,2020-04-14,2020-04-18,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,18341,2841,1583,3833,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2020-03-30,WAHIS-HPAI-HUN-2020-03-30-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R5,Hungary locality 58,46.9046,19.9301,point,2020-03-30,2020-04-01,2020-04-04,2020-04-18,2020-04-20,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,11120,3796,2084,5153,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2020-04-06,WAHIS-HPAI-FRA-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R2,France locality 64,49.9886,0.5231,point,2020-04-08,2020-04-11,2020-04-14,2020-04-16,2020-04-21,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,20534,3720,2078,5069,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-TUN-2020-03-23,WAHIS-HPAI-TUN-2020-03-23-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Tunisia,TUN,TUN-R1,Tunisia locality 54,32.6486,9.3844,point,2020-03-26,2020-04-02,2020-04-03,2020-04-18,2020-04-21,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,31177,4847,2635,6602,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2020-04-06,WAHIS-HPAI-FRA-2020-04-06-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R3,France locality 65,46.9533,7.1642,point,2020-04-09,2020-04-11,2020-04-15,2020-04-20,2020-04-22,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,7071,1641,869,2206,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2020-04-13,WAHIS-HPAI-BEL-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R8,Belgium locality 88,50.9714,5.0039,point,2020-04-14,2020-04-19,2020-04-20,2020-04-22,2020-04-23,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,54986,8962,4874,12199,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2020-04-06,WAHIS-HPAI-POL-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R9,Poland locality 71,53.685,21.8423,point,2020-04-09,2020-04-15,2020-04-18,2020-04-20,2020-04-23,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,21557,3861,2112,5177,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2020-04-13,WAHIS-HPAI-POL-2020-04-13-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R5,Poland locality 94,51.1709,15.59,point,2020-04-13,2020-04-16,2020-04-18,2020-04-21,2020-04-23,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,25745,4052,2292,5493,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2020-04-13,WAHIS-HPAI-POL-2020-04-13-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R6,Poland locality 95,51.6066,21.9979,point,2020-04-13,2020-04-14,2020-04-15,2020-04-18,2020-04-23,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,21321,2572,1432,3442,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-RUS-2020-04-06,WAHIS-HPAI-RUS-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Russian Federation,RUS,RUS-R5,Russian Federation locality 76,54.2135,42.1708,point,2020-04-11,2020-04-16,2020-04-18,2020-04-21,2020-04-23,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,6681,1033,570,1403,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2020-04-13,WAHIS-HPAI-FRA-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R7,France locality 78,46.4127,-0.9211,point,2020-04-18,2020-04-22,2020-04-22,2020-04-23,2020-04-24,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,17127,2772,1537,3771,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2020-04-13,WAHIS-HPAI-FRA-2020-04-13-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R1,France locality 81,44.4152,2.1282,point,2020-04-13,2020-04-17,2020-04-19,2020-04-22,2020-04-24,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,28787,5157,2821,7046,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-NLD-2020-04-13,WAHIS-HPAI-NLD-2020-04-13-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Netherlands,NLD,NLD-R7,Netherlands locality 87,52.6801,5.4384,point,2020-04-14,2020-04-19,2020-04-20,2020-04-21,2020-04-24,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,22477,6155,3342,8293,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-TUR-2020-04-13,WAHIS-HPAI-TUR-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Türkiye,TUR,TUR-R3,Türkiye locality 101,40.3567,30.9398,point,2020-04-15,2020-04-17,2020-04-19,2020-04-22,2020-04-24,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,8038,2611,1421,3510,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-04-13,WAHIS-HPAI-DEU-2020-04-13-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R4,Germany locality 84,53.3373,10.9509,point,2020-04-15,2020-04-18,2020-04-20,2020-04-22,2020-04-25,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,8984,2479,1339,3343,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-04-13,WAHIS-HPAI-DEU-2020-04-13-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R5,Germany locality 85,50.9134,12.7098,point,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-25,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,47439,6905,3889,9299,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2020-04-06,WAHIS-HPAI-SRB-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R4,Serbia locality 75,45.0981,21.5484,point,2020-04-06,2020-04-15,2020-04-17,2020-04-21,2020-04-25,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,26992,9733,5281,13158,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-04-06,WAHIS-HPAI-DEU-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R4,Germany locality 66,48.3197,10.7134,point,2020-04-11,2020-04-20,2020-04-20,2020-04-22,2020-04-26,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,32571,6479,3629,8713,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-NLD-2020-04-06,WAHIS-HPAI-NLD-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Netherlands,NLD,NLD-R5,Netherlands locality 67,51.4985,6.5414,point,2020-04-08,2020-04-12,2020-04-17,2020-04-25,2020-04-26,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,10706,2047,1167,2802,True,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2020-04-06,WAHIS-HPAI-POL-2020-04-06-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R1,Poland locality 72,50.7685,15.3883,point,2020-04-09,2020-04-14,2020-04-17,2020-04-22,2020-04-26,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,38981,4950,2676,6735,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ROU-2020-04-13,WAHIS-HPAI-ROU-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Romania,ROU,ROU-R8,Romania locality 97,46.1124,23.5978,point,2020-04-16,2020-04-18,2020-04-19,2020-04-20,2020-04-27,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,21753,3952,2206,5299,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-04-13,WAHIS-HPAI-DEU-2020-04-13-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R3,Germany locality 83,48.9303,12.2394,point,2020-04-17,2020-04-19,2020-04-22,2020-04-26,2020-04-28,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,20748,2991,1651,4064,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-04-20,WAHIS-HPAI-DEU-2020-04-20-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R7,Germany locality 105,52.2084,11.6825,point,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-28,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,18029,3177,1729,4273,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2020-04-13,WAHIS-HPAI-ESP-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R2,Spain locality 91,40.2496,-5.9907,point,2020-04-15,2020-04-20,2020-04-21,2020-04-24,2020-04-28,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,12420,2019,1103,2728,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2020-04-13,WAHIS-HPAI-ITA-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R1,Italy locality 90,43.7855,12.4559,point,2020-04-16,2020-04-19,2020-04-21,2020-04-24,2020-04-28,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,16580,3419,1882,4580,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-NLD-2020-04-13,WAHIS-HPAI-NLD-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Netherlands,NLD,NLD-R6,Netherlands locality 86,52.5464,6.4068,point,2020-04-15,2020-04-20,2020-04-23,2020-04-25,2020-04-28,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,7760,1558,839,2108,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-RUS-2020-04-13,WAHIS-HPAI-RUS-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Russian Federation,RUS,RUS-R2,Russian Federation locality 100,57.8867,49.4811,point,2020-04-18,2020-04-18,2020-04-21,2020-04-26,2020-04-28,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,21269,5239,2854,7046,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2020-04-13,WAHIS-HPAI-FRA-2020-04-13-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R8,France locality 79,46.2095,5.4203,point,2020-04-19,2020-04-23,2020-04-24,2020-04-27,2020-04-29,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,3075,613,374,848,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2020-04-06,WAHIS-HPAI-HUN-2020-04-06-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R2,Hungary locality 73,47.7881,17.4544,point,2020-04-09,2020-04-22,2020-04-24,2020-04-27,2020-04-29,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,244,59,31,84,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2020-03-16,WAHIS-HPAI-SRB-2020-03-16-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R8,Serbia locality 43,44.5237,21.6852,point,2020-03-17,2020-04-04,2020-04-16,2020-04-27,2020-04-30,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,60284,9888,5528,13398,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2020-04-13,WAHIS-ASF-POL-2020-04-13-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R3,Poland locality 2,49.9415,18.0769,point,2020-04-16,2020-04-18,2020-04-23,2020-04-29,2020-05-01,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,370,60,53,84,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2020-04-13,WAHIS-HPAI-BEL-2020-04-13-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R9,Belgium locality 89,51.2519,4.2183,point,2020-04-15,2020-04-18,2020-04-21,2020-04-28,2020-05-01,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,64250,7490,4118,10136,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-04-13,WAHIS-HPAI-DEU-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R2,Germany locality 82,52.8159,14.0341,point,2020-04-15,2020-04-17,2020-04-20,2020-04-25,2020-05-01,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,3247,979,541,1310,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-GEO-2020-03-30,WAHIS-HPAI-GEO-2020-03-30-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Georgia,GEO,GEO-R7,Georgia locality 60,41.8591,42.1614,point,2020-04-05,2020-04-21,2020-04-26,2020-04-29,2020-05-01,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,32460,3919,2142,5191,True,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-GEO-2020-03-30,WAHIS-HPAI-GEO-2020-03-30-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Georgia,GEO,GEO-R8,Georgia locality 61,42.0866,42.3602,point,2020-04-04,2020-04-17,2020-04-20,2020-04-25,2020-05-01,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,7371,2411,1308,3281,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2020-04-13,WAHIS-HPAI-POL-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R3,Poland locality 92,50.4213,17.3358,point,2020-04-16,2020-04-21,2020-04-23,2020-04-30,2020-05-01,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,36972,6984,3817,9366,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-RUS-2020-04-20,WAHIS-HPAI-RUS-2020-04-20-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Russian Federation,RUS,RUS-R9,Russian Federation locality 116,54.8793,49.6071,point,2020-04-22,2020-04-23,2020-04-25,2020-04-27,2020-05-01,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,9393,1687,924,2275,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BGR-2020-04-13,WAHIS-HPAI-BGR-2020-04-13-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Bulgaria,BGR,BGR-R9,Bulgaria locality 98,42.8449,23.7813,point,2020-04-13,2020-04-23,2020-04-26,2020-04-29,2020-05-02,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,11839,5836,3282,7872,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2020-03-30,WAHIS-HPAI-DEU-2020-03-30-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R2,Germany locality 55,50.6635,8.3164,point,2020-03-31,2020-04-03,2020-04-11,2020-05-01,2020-05-02,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,31693,5439,3011,7340,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2020-04-13,WAHIS-HPAI-FRA-2020-04-13-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R9,France locality 80,46.3148,7.4009,point,2020-04-18,2020-04-19,2020-04-22,2020-04-30,2020-05-02,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,37652,5149,2833,7040,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-RUS-2020-04-20,WAHIS-HPAI-RUS-2020-04-20-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Russian Federation,RUS,RUS-R8,Russian Federation locality 115,55.9104,50.8829,point,2020-04-23,2020-04-25,2020-04-26,2020-04-29,2020-05-02,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,95027,10929,6045,14698,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2020-03-30,WAHIS-HPAI-SRB-2020-03-30-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R6,Serbia locality 59,43.3891,21.6777,point,2020-03-31,2020-04-21,2020-04-23,2020-04-29,2020-05-02,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,5662,1226,668,1662,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-MAR-2020-04-20,WAHIS-HPAI-MAR-2020-04-20-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Morocco,MAR,MAR-R3,Morocco locality 119,31.2396,-9.693,point,2020-04-20,2020-04-27,2020-04-30,2020-05-02,2020-05-04,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,4880,1414,779,1943,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ROU-2020-04-20,WAHIS-HPAI-ROU-2020-04-20-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Romania,ROU,ROU-R5,Romania locality 112,45.5758,26.4503,point,2020-04-25,2020-04-30,2020-05-01,2020-05-02,2020-05-04,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,59961,6903,3710,9351,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2020-04-20,WAHIS-HPAI-BEL-2020-04-20-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R3,Belgium locality 110,50.4335,4.7962,point,2020-04-24,2020-04-28,2020-04-29,2020-05-01,2020-05-05,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,9071,4722,2542,6454,False,stamping_out;movement_control;disinfection,synthetic
