date,iso3,country,theme,disease_code,n_articles,n_distinct_sources,n_languages,avg_tone,query,data_realism
2020-01-17,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.554,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-18,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-0.754,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-13,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,3,3,2,-3.997,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-14,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-5.825,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-17,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-5.062,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-18,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-3.765,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-19,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-3.424,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-13,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,3,2,4,-3.036,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-14,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,2,1,3,-7.082,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-15,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,0,0,4,-5.373,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-16,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.475,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-17,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-1.3,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-18,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.403,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-13,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.787,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-14,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-4.98,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-15,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-5.332,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-17,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,2,1,1,-0.789,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-18,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-2.719,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-19,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-4.654,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-15,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-2.321,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-16,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-4.139,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-18,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-3.269,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-19,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-2.498,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-13,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-5.765,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-15,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-7.378,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-16,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-6.783,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-18,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-1.649,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-19,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-4.812,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-20,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-3.744,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-22,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,3,3,4,-1.435,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-23,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.561,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-26,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,1.107,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-22,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.55,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-01-23,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.522,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-01-25,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.461,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-01-21,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.926,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-22,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.519,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-23,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.488,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-24,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-7.275,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-25,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-3.986,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-22,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-2.541,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-01-23,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.588,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-01-24,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.894,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-01-26,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-1.347,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-01-21,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.674,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-22,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-6.774,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-23,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-5.636,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-24,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.923,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-25,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.577,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-26,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-3.946,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-20,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,4,4,3,-4.147,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-21,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-0.871,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-23,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.413,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-24,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.129,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-25,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-3.528,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-20,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.336,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-21,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,-4.741,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-23,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.772,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-24,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-4.256,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-25,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-6.545,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-26,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.12,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-22,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.225,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2020-01-25,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.984,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2020-01-20,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,2,1,1,-2.864,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-21,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.482,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-22,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.853,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-24,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-0.674,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-26,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-3.019,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-20,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.463,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2020-01-21,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.381,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2020-01-22,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-3.441,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2020-01-24,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-1.08,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2020-01-26,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-5.216,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2020-01-20,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-5.467,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2020-01-21,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-0.638,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2020-01-23,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-5.407,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2020-01-25,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.123,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2020-01-21,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,3,2,3,-6.173,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2020-01-22,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-4.251,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2020-01-23,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-4.756,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2020-01-24,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-0.764,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2020-01-25,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-3.698,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2020-01-20,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-4.15,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2020-01-21,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-2.883,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2020-01-23,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.247,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2020-01-24,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-5.289,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2020-01-25,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.122,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2020-01-20,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.003,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2020-01-21,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-4.741,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2020-01-22,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,3,3,3,-1.377,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2020-01-23,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-0.9,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2020-01-24,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,2,2,4,-4.614,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2020-01-25,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-2.459,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2020-01-20,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-1.508,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-21,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,3,2,1,-1.554,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-22,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.855,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-23,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.093,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-24,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,3,1,3,0.363,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2020-01-21,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-5.712,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-23,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-5.611,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-25,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.488,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-26,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,0.849,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2020-01-20,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.464,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-21,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-4.882,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-22,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-4.984,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-23,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-4.975,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-24,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-3.775,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-25,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,-5.058,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-26,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-5.7,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2020-01-20,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.731,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-23,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.447,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-24,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.809,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2020-01-23,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-3.906,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-24,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.46,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-25,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-2.944,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2020-01-22,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.065,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-23,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,0.332,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-25,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-6.087,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-26,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,0.387,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2020-01-27,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-4.098,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-30,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-1.848,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-31,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-5.363,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-02-02,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.988,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2020-01-28,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,2,1,3,-1.329,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-01-29,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-4.613,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-01-30,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-5.777,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-02-01,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.899,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2020-01-27,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-2.895,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-31,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.797,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-02-01,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-5.851,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-02-02,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-3.12,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2020-01-27,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.694,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-01-29,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-1.166,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-02-02,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-2.023,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2020-01-27,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,-4.13,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-28,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-3.436,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-30,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.961,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-31,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-4.016,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2020-01-27,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,2,2,4,-3.527,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-30,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,3,3,1,-6.396,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-31,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,3,2,1,-2.639,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-02-02,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-2.267,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2020-01-27,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-0.015,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-28,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.063,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-29,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,2,1,4,-3.587,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-30,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-1.88,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-31,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.011,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-02-01,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,3,3,4,-1.756,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2020-01-27,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,3,3,2,-4.493,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2020-01-28,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,3,3,2,-8.412,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2020-01-29,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-3.735,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2020-01-31,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.881,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2020-01-27,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-6.073,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-28,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-3.104,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2020-01-29,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,3,3,2,-5.779,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
