signal_id,detected_date,screened_date,iso3,country,disease_code,signal_strength,verification_status,signal_type,underlying_sources,data_realism
BEACON-0000238,2020-05-18,2020-05-20,UKR,Ukraine,HPAI,0.347,verified,trade_alert,media,synthetic
BEACON-0000239,2020-05-18,2020-05-20,GEO,Georgia,HPAI,0.286,unverified,unusual_mortality,media,synthetic
BEACON-0000240,2020-05-23,2020-05-25,EGY,Egypt,HPAI,0.403,verified,media_cluster,field,synthetic
BEACON-0000241,2020-05-28,2020-05-28,FRA,France,HPAI,0.119,verified,media_cluster,official,synthetic
BEACON-0000242,2020-05-26,2020-05-26,ITA,Italy,HPAI,0.541,verified,syndromic,media,synthetic
BEACON-0000243,2020-05-28,2020-05-28,HUN,Hungary,HPAI,0.439,verified,media_cluster,media,synthetic
BEACON-0000244,2020-05-26,2020-05-28,HUN,Hungary,HPAI,0.417,unverified,syndromic,field,synthetic
BEACON-0000245,2020-05-30,2020-06-01,SRB,Serbia,HPAI,0.669,unverified,unusual_mortality,media;official,synthetic
BEACON-0000246,2020-05-29,2020-05-30,UKR,Ukraine,HPAI,0.136,unverified,unusual_mortality,media,synthetic
BEACON-0000247,2020-05-29,2020-05-30,RUS,Russian Federation,HPAI,0.61,unverified,media_cluster,media,synthetic
BEACON-0000248,2020-05-25,2020-05-25,RUS,Russian Federation,HPAI,0.365,unverified,unusual_mortality,media,synthetic
BEACON-0000249,2020-06-03,2020-06-04,FRA,France,HPAI,0.255,verified,media_cluster,official,synthetic
BEACON-0000250,2020-06-02,2020-06-04,BEL,Belgium,HPAI,0.631,unverified,media_cluster,official,synthetic
BEACON-0000251,2020-06-02,2020-06-03,BEL,Belgium,HPAI,0.178,unverified,media_cluster,media,synthetic
BEACON-0000252,2020-06-03,2020-06-03,ESP,Spain,HPAI,0.573,verified,syndromic,media;official,synthetic
BEACON-0000253,2020-06-03,2020-06-04,BGR,Bulgaria,HPAI,0.306,unverified,unusual_mortality,media,synthetic
BEACON-0000254,2020-06-06,2020-06-07,SRB,Serbia,HPAI,0.792,verified,media_cluster,official,synthetic
BEACON-0000255,2020-06-01,2020-06-01,SRB,Serbia,HPAI,0.024,verified,unusual_mortality,media;official,synthetic
BEACON-0000256,2020-06-04,2020-06-04,MDA,Moldova,HPAI,0.273,verified,media_cluster,media;official,synthetic
BEACON-0000257,2020-06-01,2020-06-02,MDA,Moldova,HPAI,0.356,unverified,media_cluster,official,synthetic
BEACON-0000258,2020-06-06,2020-06-08,RUS,Russian Federation,HPAI,0.388,unverified,syndromic,media,synthetic
BEACON-0000259,2020-06-02,2020-06-04,TUR,Türkiye,HPAI,0.031,unverified,syndromic,media;official,synthetic
BEACON-0000260,2020-06-08,2020-06-09,FRA,France,HPAI,0.705,verified,media_cluster,media;official,synthetic
BEACON-0000261,2020-06-10,2020-06-11,FRA,France,HPAI,0.248,unverified,unusual_mortality,media,synthetic
BEACON-0000262,2020-06-08,2020-06-08,DEU,Germany,HPAI,0.333,verified,unusual_mortality,media,synthetic
BEACON-0000263,2020-06-12,2020-06-14,ITA,Italy,HPAI,0.154,verified,unusual_mortality,media,synthetic
BEACON-0000264,2020-06-13,2020-06-13,ESP,Spain,HPAI,0.502,unverified,media_cluster,media,synthetic
BEACON-0000265,2020-06-12,2020-06-13,POL,Poland,HPAI,0.205,verified,unusual_mortality,media,synthetic
BEACON-0000266,2020-06-12,2020-06-14,ROU,Romania,HPAI,0.48,unverified,media_cluster,media,synthetic
BEACON-0000267,2020-06-12,2020-06-12,UKR,Ukraine,HPAI,0.432,unverified,unusual_mortality,field,synthetic
BEACON-0000268,2020-06-09,2020-06-10,UKR,Ukraine,HPAI,0.346,verified,unusual_mortality,media,synthetic
BEACON-0000269,2020-06-13,2020-06-15,RUS,Russian Federation,HPAI,0.429,unverified,unusual_mortality,media;official,synthetic
BEACON-0000270,2020-06-10,2020-06-12,TUR,Türkiye,HPAI,0.238,unverified,unusual_mortality,media;official,synthetic
BEACON-0000271,2020-06-12,2020-06-13,ISR,Israel,HPAI,0.333,unverified,media_cluster,media;official,synthetic
BEACON-0000272,2020-06-09,2020-06-09,EGY,Egypt,HPAI,0.418,verified,media_cluster,official,synthetic
BEACON-0000273,2020-06-12,2020-06-14,MAR,Morocco,HPAI,0.325,verified,media_cluster,official,synthetic
BEACON-0000274,2020-06-13,2020-06-13,MAR,Morocco,HPAI,0.597,unverified,unusual_mortality,media;official,synthetic
BEACON-0000275,2020-06-08,2020-06-10,MAR,Morocco,HPAI,0.593,verified,media_cluster,media;official,synthetic
BEACON-0000276,2020-06-20,2020-06-22,NLD,Netherlands,HPAI,0.368,unverified,media_cluster,official,synthetic
BEACON-0000277,2020-06-16,2020-06-18,ITA,Italy,HPAI,0.272,verified,media_cluster,media;official,synthetic
BEACON-0000278,2020-06-18,2020-06-19,ROU,Romania,HPAI,0.699,unverified,trade_alert,official,synthetic
BEACON-0000279,2020-06-18,2020-06-20,GEO,Georgia,HPAI,0.258,verified,trade_alert,media,synthetic
BEACON-0000280,2020-06-18,2020-06-19,TUN,Tunisia,HPAI,0.266,unverified,media_cluster,media,synthetic
BEACON-0000281,2020-06-15,2020-06-17,MAR,Morocco,HPAI,0.256,unverified,syndromic,media,synthetic
BEACON-0000282,2020-06-27,2020-06-29,ITA,Italy,HPAI,0.268,unverified,media_cluster,media;official,synthetic
BEACON-0000283,2020-06-25,2020-06-27,ITA,Italy,HPAI,0.561,unverified,syndromic,media,synthetic
BEACON-0000284,2020-06-27,2020-06-28,ROU,Romania,HPAI,0.171,unverified,syndromic,media,synthetic
BEACON-0000285,2020-06-25,2020-06-26,BGR,Bulgaria,HPAI,0.243,verified,unusual_mortality,media,synthetic
BEACON-0000286,2020-06-22,2020-06-24,SRB,Serbia,HPAI,0.341,verified,media_cluster,media,synthetic
BEACON-0000287,2020-06-26,2020-06-28,RUS,Russian Federation,HPAI,0.323,verified,unusual_mortality,media,synthetic
BEACON-0000288,2020-06-26,2020-06-26,MAR,Morocco,HPAI,0.806,unverified,unusual_mortality,media;official,synthetic
BEACON-0000289,2020-07-03,2020-07-04,FRA,France,HPAI,0.52,verified,syndromic,official,synthetic
BEACON-0000290,2020-07-01,2020-07-03,FRA,France,HPAI,0.541,verified,media_cluster,field,synthetic
BEACON-0000291,2020-06-29,2020-07-01,NLD,Netherlands,HPAI,0.148,verified,unusual_mortality,media;official,synthetic
BEACON-0000292,2020-07-02,2020-07-03,BGR,Bulgaria,HPAI,0.728,verified,unusual_mortality,media,synthetic
BEACON-0000293,2020-07-04,2020-07-04,RUS,Russian Federation,HPAI,0.453,verified,unusual_mortality,media,synthetic
BEACON-0000294,2020-07-04,2020-07-04,RUS,Russian Federation,HPAI,0.314,verified,unusual_mortality,media,synthetic
BEACON-0000295,2020-07-03,2020-07-05,MAR,Morocco,HPAI,0.307,unverified,media_cluster,media;official,synthetic
BEACON-0000296,2020-07-07,2020-07-08,FRA,France,HPAI,0.727,unverified,media_cluster,media,synthetic
BEACON-0000297,2020-07-10,2020-07-10,DEU,Germany,HPAI,0.126,verified,unusual_mortality,media,synthetic
BEACON-0000298,2020-07-10,2020-07-10,NLD,Netherlands,HPAI,0.238,unverified,media_cluster,media,synthetic
BEACON-0000299,2020-07-11,2020-07-12,BEL,Belgium,HPAI,0.456,verified,media_cluster,media,synthetic
BEACON-0000300,2020-07-08,2020-07-10,ROU,Romania,HPAI,0.05,verified,unusual_mortality,media;official,synthetic
BEACON-0000301,2020-07-11,2020-07-13,UKR,Ukraine,HPAI,0.405,unverified,syndromic,field,synthetic
BEACON-0000302,2020-07-08,2020-07-09,RUS,Russian Federation,HPAI,0.391,verified,unusual_mortality,field,synthetic
BEACON-0000303,2020-07-08,2020-07-08,RUS,Russian Federation,HPAI,0.406,verified,unusual_mortality,official,synthetic
BEACON-0000304,2020-07-09,2020-07-09,TUR,Türkiye,HPAI,0.129,unverified,unusual_mortality,media;official,synthetic
BEACON-0000305,2020-07-11,2020-07-11,TUR,Türkiye,HPAI,0.112,unverified,unusual_mortality,field,synthetic
BEACON-0000306,2020-07-09,2020-07-10,GEO,Georgia,HPAI,0.724,verified,unusual_mortality,media,synthetic
BEACON-0000307,2020-07-11,2020-07-11,ISR,Israel,HPAI,0.018,verified,media_cluster,media;official,synthetic
BEACON-0000308,2020-07-11,2020-07-12,ISR,Israel,HPAI,0.241,verified,media_cluster,media,synthetic
BEACON-0000309,2020-07-14,2020-07-15,FRA,France,HPAI,0.728,unverified,syndromic,field,synthetic
BEACON-0000310,2020-07-16,2020-07-17,GEO,Georgia,HPAI,0.54,verified,unusual_mortality,media,synthetic
BEACON-0000311,2020-07-17,2020-07-18,ISR,Israel,HPAI,0.719,verified,unusual_mortality,official,synthetic
BEACON-0000312,2020-07-15,2020-07-16,EGY,Egypt,HPAI,0.372,verified,syndromic,media;official,synthetic
BEACON-0000313,2020-07-14,2020-07-16,MAR,Morocco,HPAI,0.527,verified,media_cluster,media,synthetic
BEACON-0000314,2020-07-22,2020-07-22,FRA,France,HPAI,0.43,unverified,syndromic,media,synthetic
BEACON-0000315,2020-07-23,2020-07-25,DEU,Germany,HPAI,0.273,unverified,unusual_mortality,media;official,synthetic
BEACON-0000316,2020-07-20,2020-07-21,BEL,Belgium,HPAI,0.179,unverified,media_cluster,media,synthetic
BEACON-0000317,2020-07-21,2020-07-22,ROU,Romania,HPAI,0.57,unverified,unusual_mortality,media,synthetic
BEACON-0000318,2020-07-25,2020-07-27,BGR,Bulgaria,HPAI,0.084,unverified,media_cluster,media,synthetic
BEACON-0000319,2020-07-23,2020-07-24,EGY,Egypt,HPAI,0.227,unverified,media_cluster,media,synthetic
BEACON-0000320,2020-07-25,2020-07-26,EGY,Egypt,HPAI,0.11,verified,unusual_mortality,field,synthetic
BEACON-0000321,2020-07-27,2020-07-28,FRA,France,HPAI,0.452,verified,media_cluster,official,synthetic
BEACON-0000322,2020-07-30,2020-07-30,HUN,Hungary,HPAI,0.259,verified,unusual_mortality,media,synthetic
BEACON-0000323,2020-07-29,2020-07-30,UKR,Ukraine,HPAI,0.2,unverified,trade_alert,official,synthetic
BEACON-0000324,2020-07-31,2020-08-01,GEO,Georgia,HPAI,0.58,unverified,unusual_mortality,official,synthetic
BEACON-0000325,2020-07-29,2020-07-31,TUN,Tunisia,HPAI,0.133,verified,unusual_mortality,media,synthetic
BEACON-0000326,2020-07-28,2020-07-30,MAR,Morocco,HPAI,0.134,unverified,unusual_mortality,media;official,synthetic
BEACON-0000327,2020-08-03,2020-08-03,POL,Poland,HPAI,0.34,unverified,unusual_mortality,official,synthetic
BEACON-0000328,2020-08-07,2020-08-09,HUN,Hungary,HPAI,0.191,verified,media_cluster,field,synthetic
BEACON-0000329,2020-08-08,2020-08-08,BGR,Bulgaria,HPAI,0.254,unverified,unusual_mortality,media;official,synthetic
BEACON-0000330,2020-08-08,2020-08-08,SRB,Serbia,HPAI,0.277,verified,syndromic,media;official,synthetic
BEACON-0000331,2020-08-08,2020-08-08,SRB,Serbia,HPAI,0.561,unverified,media_cluster,media,synthetic
BEACON-0000332,2020-08-05,2020-08-05,SRB,Serbia,HPAI,0.196,unverified,media_cluster,media,synthetic
BEACON-0000333,2020-08-05,2020-08-07,UKR,Ukraine,HPAI,0.264,verified,trade_alert,media,synthetic
BEACON-0000334,2020-08-08,2020-08-10,MDA,Moldova,HPAI,0.182,unverified,unusual_mortality,official,synthetic
BEACON-0000335,2020-08-07,2020-08-08,MDA,Moldova,HPAI,0.43,unverified,media_cluster,media;official,synthetic
BEACON-0000336,2020-08-14,2020-08-16,NLD,Netherlands,HPAI,0.231,verified,unusual_mortality,media,synthetic
BEACON-0000337,2020-08-11,2020-08-12,BEL,Belgium,HPAI,0.184,verified,unusual_mortality,official,synthetic
BEACON-0000338,2020-08-10,2020-08-12,ESP,Spain,HPAI,0.746,verified,media_cluster,media;official,synthetic
BEACON-0000339,2020-08-12,2020-08-14,HUN,Hungary,HPAI,0.431,unverified,media_cluster,media;official,synthetic
BEACON-0000340,2020-08-11,2020-08-13,BGR,Bulgaria,HPAI,0.682,unverified,unusual_mortality,media,synthetic
BEACON-0000341,2020-08-13,2020-08-13,UKR,Ukraine,HPAI,0.315,unverified,media_cluster,media;official,synthetic
BEACON-0000342,2020-08-10,2020-08-11,TUN,Tunisia,HPAI,0.043,unverified,trade_alert,media,synthetic
BEACON-0000343,2020-08-12,2020-08-14,TUN,Tunisia,HPAI,0.892,verified,media_cluster,media;official,synthetic
BEACON-0000344,2020-08-22,2020-08-23,FRA,France,HPAI,0.152,verified,unusual_mortality,media,synthetic
BEACON-0000345,2020-08-19,2020-08-19,FRA,France,HPAI,0.413,verified,unusual_mortality,media,synthetic
BEACON-0000346,2020-08-21,2020-08-23,ITA,Italy,HPAI,0.557,unverified,media_cluster,field,synthetic
BEACON-0000347,2020-08-18,2020-08-19,ITA,Italy,HPAI,0.222,unverified,media_cluster,media;official,synthetic
BEACON-0000348,2020-08-18,2020-08-20,POL,Poland,HPAI,0.247,verified,syndromic,field,synthetic
BEACON-0000349,2020-08-22,2020-08-24,POL,Poland,HPAI,0.792,unverified,media_cluster,media,synthetic
BEACON-0000350,2020-08-17,2020-08-19,UKR,Ukraine,HPAI,0.305,unverified,unusual_mortality,official,synthetic
BEACON-0000351,2020-08-20,2020-08-20,UKR,Ukraine,HPAI,0.472,verified,media_cluster,field,synthetic
BEACON-0000352,2020-08-20,2020-08-21,TUR,Türkiye,HPAI,0.063,unverified,unusual_mortality,media,synthetic
BEACON-0000353,2020-08-21,2020-08-22,TUR,Türkiye,HPAI,0.252,verified,media_cluster,media,synthetic
BEACON-0000354,2020-08-18,2020-08-20,ISR,Israel,HPAI,0.707,unverified,unusual_mortality,media;official,synthetic
BEACON-0000355,2020-08-22,2020-08-23,ISR,Israel,HPAI,0.789,verified,media_cluster,media,synthetic
BEACON-0000356,2020-08-19,2020-08-21,MAR,Morocco,HPAI,0.246,unverified,unusual_mortality,media,synthetic
BEACON-0000357,2020-08-28,2020-08-30,NLD,Netherlands,HPAI,0.828,unverified,syndromic,media,synthetic
BEACON-0000358,2020-08-28,2020-08-29,ITA,Italy,HPAI,0.382,unverified,unusual_mortality,media;official,synthetic
BEACON-0000359,2020-08-29,2020-08-30,ESP,Spain,HPAI,0.508,unverified,syndromic,media,synthetic
BEACON-0000360,2020-08-28,2020-08-28,UKR,Ukraine,HPAI,0.414,unverified,unusual_mortality,media,synthetic
BEACON-0000361,2020-08-29,2020-08-31,MDA,Moldova,HPAI,0.414,verified,unusual_mortality,media,synthetic
BEACON-0000362,2020-08-28,2020-08-28,RUS,Russian Federation,HPAI,0.34,unverified,media_cluster,official,synthetic
BEACON-0000363,2020-08-27,2020-08-28,EGY,Egypt,HPAI,0.438,verified,unusual_mortality,media;official,synthetic
BEACON-0000364,2020-08-28,2020-08-28,TUN,Tunisia,HPAI,0.607,unverified,trade_alert,official,synthetic
BEACON-0000365,2020-08-28,2020-08-29,TUN,Tunisia,HPAI,0.196,unverified,media_cluster,media;official,synthetic
BEACON-0000366,2020-08-31,2020-08-31,DEU,Germany,HPAI,0.183,unverified,syndromic,media,synthetic
BEACON-0000367,2020-09-05,2020-09-06,NLD,Netherlands,HPAI,0.115,unverified,syndromic,official,synthetic
BEACON-0000368,2020-09-03,2020-09-04,BEL,Belgium,HPAI,0.156,unverified,media_cluster,official,synthetic
BEACON-0000369,2020-09-04,2020-09-06,BEL,Belgium,HPAI,0.042,verified,unusual_mortality,media;official,synthetic
BEACON-0000370,2020-09-05,2020-09-05,ITA,Italy,HPAI,0.31,verified,syndromic,official,synthetic
BEACON-0000371,2020-09-05,2020-09-06,ITA,Italy,HPAI,0.202,verified,unusual_mortality,media;official,synthetic
BEACON-0000372,2020-09-05,2020-09-06,ESP,Spain,HPAI,0.335,unverified,unusual_mortality,media,synthetic
BEACON-0000373,2020-09-03,2020-09-04,HUN,Hungary,HPAI,0.312,unverified,unusual_mortality,media,synthetic
BEACON-0000374,2020-09-04,2020-09-06,ROU,Romania,HPAI,0.553,unverified,unusual_mortality,media;official,synthetic
BEACON-0000375,2020-08-31,2020-09-01,UKR,Ukraine,HPAI,0.472,verified,syndromic,media,synthetic
BEACON-0000376,2020-09-04,2020-09-04,UKR,Ukraine,HPAI,0.137,unverified,syndromic,media,synthetic
BEACON-0000377,2020-09-03,2020-09-03,MDA,Moldova,HPAI,0.38,unverified,media_cluster,official,synthetic
BEACON-0000378,2020-09-02,2020-09-03,TUN,Tunisia,HPAI,0.231,unverified,unusual_mortality,media;official,synthetic
BEACON-0000379,2020-09-02,2020-09-03,MAR,Morocco,HPAI,0.275,unverified,media_cluster,field,synthetic
BEACON-0000380,2020-09-11,2020-09-11,NLD,Netherlands,HPAI,0.74,unverified,unusual_mortality,media,synthetic
BEACON-0000381,2020-09-09,2020-09-10,BEL,Belgium,HPAI,0.342,unverified,unusual_mortality,media,synthetic
BEACON-0000382,2020-09-09,2020-09-09,BEL,Belgium,HPAI,0.222,verified,trade_alert,media;official,synthetic
BEACON-0000383,2020-09-08,2020-09-08,ITA,Italy,HPAI,0.473,unverified,media_cluster,media;official,synthetic
BEACON-0000384,2020-09-08,2020-09-08,ESP,Spain,HPAI,0.254,unverified,syndromic,media;official,synthetic
BEACON-0000385,2020-09-08,2020-09-10,SRB,Serbia,HPAI,0.816,unverified,media_cluster,media,synthetic
BEACON-0000386,2020-09-10,2020-09-12,RUS,Russian Federation,HPAI,0.189,verified,unusual_mortality,official,synthetic
BEACON-0000387,2020-09-09,2020-09-10,TUR,Türkiye,HPAI,0.51,unverified,unusual_mortality,field,synthetic
BEACON-0000388,2020-09-07,2020-09-07,TUN,Tunisia,HPAI,0.225,unverified,unusual_mortality,media,synthetic
BEACON-0000389,2020-09-16,2020-09-16,NLD,Netherlands,HPAI,0.306,unverified,media_cluster,media,synthetic
BEACON-0000390,2020-09-18,2020-09-19,ESP,Spain,HPAI,0.274,unverified,unusual_mortality,media;official,synthetic
BEACON-0000391,2020-09-15,2020-09-15,BGR,Bulgaria,HPAI,0.67,unverified,unusual_mortality,media,synthetic
BEACON-0000392,2020-09-16,2020-09-17,UKR,Ukraine,HPAI,0.178,unverified,trade_alert,media,synthetic
BEACON-0000393,2020-09-14,2020-09-14,RUS,Russian Federation,HPAI,0.401,unverified,syndromic,media,synthetic
BEACON-0000394,2020-09-14,2020-09-15,TUR,Türkiye,HPAI,0.429,unverified,media_cluster,media,synthetic
BEACON-0000395,2020-09-18,2020-09-18,ISR,Israel,HPAI,0.163,verified,unusual_mortality,media;official,synthetic
BEACON-0000396,2020-09-16,2020-09-18,ISR,Israel,HPAI,0.718,unverified,media_cluster,media,synthetic
BEACON-0000397,2020-09-19,2020-09-21,TUN,Tunisia,HPAI,0.536,unverified,media_cluster,media,synthetic
BEACON-0000398,2020-09-23,2020-09-23,FRA,France,HPAI,0.556,unverified,media_cluster,official,synthetic
BEACON-0000399,2020-09-23,2020-09-25,DEU,Germany,HPAI,0.536,verified,syndromic,media,synthetic
BEACON-0000400,2020-09-25,2020-09-27,NLD,Netherlands,HPAI,0.277,unverified,media_cluster,media,synthetic
BEACON-0000401,2020-09-22,2020-09-23,NLD,Netherlands,HPAI,0.675,unverified,unusual_mortality,media,synthetic
BEACON-0000402,2020-09-24,2020-09-25,ISR,Israel,HPAI,0.478,unverified,media_cluster,official,synthetic
BEACON-0000403,2020-09-28,2020-09-29,DEU,Germany,HPAI,0.353,unverified,unusual_mortality,official,synthetic
BEACON-0000404,2020-09-29,2020-10-01,DEU,Germany,HPAI,0.682,verified,syndromic,official,synthetic
BEACON-0000405,2020-09-29,2020-09-30,NLD,Netherlands,HPAI,0.383,unverified,trade_alert,media,synthetic
BEACON-0000406,2020-09-30,2020-09-30,ITA,Italy,HPAI,0.857,unverified,unusual_mortality,official,synthetic
BEACON-0000407,2020-09-28,2020-09-30,POL,Poland,HPAI,0.334,unverified,media_cluster,media,synthetic
BEACON-0000408,2020-10-01,2020-10-03,ROU,Romania,HPAI,0.197,unverified,unusual_mortality,media,synthetic
BEACON-0000409,2020-10-02,2020-10-03,ROU,Romania,HPAI,0.57,unverified,media_cluster,media,synthetic
BEACON-0000410,2020-09-30,2020-10-02,SRB,Serbia,HPAI,0.119,unverified,media_cluster,media,synthetic
BEACON-0000411,2020-09-30,2020-09-30,TUR,Türkiye,HPAI,0.684,verified,trade_alert,media;official,synthetic
BEACON-0000412,2020-10-06,2020-10-06,FRA,France,HPAI,0.407,verified,media_cluster,media,synthetic
BEACON-0000413,2020-10-08,2020-10-09,FRA,France,HPAI,0.175,unverified,unusual_mortality,media,synthetic
BEACON-0000414,2020-10-07,2020-10-09,DEU,Germany,HPAI,0.396,unverified,media_cluster,media;official,synthetic
BEACON-0000415,2020-10-09,2020-10-11,ITA,Italy,HPAI,0.115,verified,media_cluster,field,synthetic
BEACON-0000416,2020-10-10,2020-10-10,ITA,Italy,HPAI,0.141,unverified,trade_alert,official,synthetic
BEACON-0000417,2020-10-08,2020-10-10,ITA,Italy,HPAI,0.748,verified,unusual_mortality,official,synthetic
BEACON-0000418,2020-10-08,2020-10-10,BGR,Bulgaria,HPAI,0.307,verified,media_cluster,media,synthetic
BEACON-0000419,2020-10-05,2020-10-05,RUS,Russian Federation,HPAI,0.461,verified,media_cluster,media,synthetic
BEACON-0000420,2020-10-05,2020-10-05,TUR,Türkiye,HPAI,0.436,unverified,unusual_mortality,media,synthetic
BEACON-0000421,2020-10-06,2020-10-08,TUN,Tunisia,HPAI,0.139,verified,media_cluster,media,synthetic
BEACON-0000422,2020-10-12,2020-10-13,DEU,Germany,HPAI,0.583,unverified,media_cluster,media,synthetic
BEACON-0000423,2020-10-17,2020-10-18,HUN,Hungary,HPAI,0.726,unverified,media_cluster,official,synthetic
BEACON-0000424,2020-10-14,2020-10-15,ROU,Romania,HPAI,0.701,unverified,trade_alert,media,synthetic
BEACON-0000425,2020-10-13,2020-10-14,GEO,Georgia,HPAI,0.393,verified,media_cluster,media,synthetic
BEACON-0000426,2020-10-14,2020-10-14,EGY,Egypt,HPAI,0.539,unverified,unusual_mortality,media,synthetic
BEACON-0000427,2020-10-16,2020-10-18,EGY,Egypt,HPAI,0.607,unverified,trade_alert,media,synthetic
BEACON-0000428,2020-10-12,2020-10-12,MAR,Morocco,HPAI,0.662,unverified,media_cluster,official,synthetic
BEACON-0000429,2020-10-13,2020-10-13,MAR,Morocco,HPAI,0.234,verified,syndromic,official,synthetic
BEACON-0000430,2020-10-21,2020-10-21,FRA,France,HPAI,0.367,verified,unusual_mortality,media,synthetic
BEACON-0000431,2020-10-20,2020-10-22,FRA,France,HPAI,0.528,unverified,trade_alert,official,synthetic
BEACON-0000432,2020-10-20,2020-10-22,DEU,Germany,HPAI,0.45,verified,trade_alert,media,synthetic
